sale_id,transaction_id,product_sku,quantity,unit_price,line_total
88,32,7,2,11.99,23.98
89,32,8,2,9.99,19.98
90,33,13,1,39.99,39.99
91,33,14,1,18.99,18.99
92,33,18,2,29.99,59.98
93,34,11,1,22.5,22.5
94,34,12,1,27.99,27.99
95,34,22,1,22.23,22.23
96,34,9,1,8.99,8.99
97,35,1,1,14.99,14.99
98,35,2,1,15.99,15.99
99,35,57,1,28.98,28.98
100,36,3,1,19.99,19.99
101,36,4,1,12.99,12.99
102,36,19,1,13.49,13.49
103,36,30,1,21.42,21.42
104,37,3,1,19.99,19.99
105,37,4,1,12.99,12.99
106,37,33,2,38.86,77.72
107,38,7,1,11.99,11.99
108,38,8,1,9.99,9.99
109,38,23,1,39.03,39.03
110,39,14,1,18.99,18.99
111,39,55,1,27.65,27.65
112,40,18,1,29.99,29.99
113,40,47,1,29.24,29.24
114,41,18,1,29.99,29.99
115,41,57,1,28.98,28.98
116,41,28,1,28.62,28.62
117,42,13,1,39.99,39.99
118,42,14,1,18.99,18.99
119,42,10,1,3.99,3.99
120,42,8,1,9.99,9.99
121,43,54,1,30.8,30.8
122,43,34,1,25.39,25.39
123,44,11,1,22.5,22.5
124,44,12,2,27.99,55.98
125,44,43,1,25.2,25.2
126,44,53,1,11.4,11.4
127,45,13,1,39.99,39.99
128,45,14,1,18.99,18.99
129,45,58,1,34.35,34.35
130,45,41,2,30.04,60.08
131,46,9,1,8.99,8.99
132,46,10,1,3.99,3.99
133,47,11,1,22.5,22.5
134,47,12,1,27.99,27.99
135,47,55,1,27.65,27.65
136,48,19,1,13.49,13.49
137,48,11,1,22.5,22.5
138,48,54,1,30.8,30.8
139,49,19,1,13.49,13.49
140,49,11,2,22.5,45.0
141,50,15,1,42.5,42.5
142,50,3,1,19.99,19.99
143,50,49,1,35.55,35.55
144,51,13,1,39.99,39.99
145,51,14,1,18.99,18.99
146,51,39,1,37.2,37.2
147,52,1,1,14.99,14.99
148,52,2,1,15.99,15.99
149,52,15,1,42.5,42.5
150,53,3,1,19.99,19.99
151,53,4,2,12.99,25.98
152,54,1,1,14.99,14.99
153,54,2,1,15.99,15.99
154,54,21,1,15.35,15.35
155,55,17,1,16.99,16.99
156,55,18,1,29.99,29.99
157,55,50,1,25.24,25.24
158,56,59,1,15.87,15.87
159,56,28,1,28.62,28.62
160,57,13,1,39.99,39.99
161,57,14,1,18.99,18.99
162,57,12,1,27.99,27.99
163,58,5,1,13.5,13.5
164,58,6,2,5.99,11.98
165,59,9,2,8.99,17.98
166,59,10,2,3.99,7.98
167,60,1,1,14.99,14.99
168,60,2,1,15.99,15.99
169,61,59,1,15.87,15.87
170,61,5,1,13.5,13.5
171,62,11,1,22.5,22.5
172,62,12,1,27.99,27.99
173,63,11,1,22.5,22.5
174,63,36,1,22.86,22.86
175,63,13,2,39.99,79.98
176,63,58,1,34.35,34.35
177,64,5,1,13.5,13.5
178,64,6,1,5.99,5.99
179,64,27,2,15.74,31.48
180,65,9,1,8.99,8.99
181,65,10,1,3.99,3.99
182,65,13,2,39.99,79.98
183,66,11,1,22.5,22.5
184,66,12,1,27.99,27.99
185,66,21,1,15.35,15.35
186,67,9,1,8.99,8.99
187,67,10,1,3.99,3.99
188,67,58,1,34.35,34.35
189,68,15,1,42.5,42.5
190,68,16,1,19.5,19.5
191,68,46,1,27.91,27.91
192,68,35,1,9.29,9.29
193,69,17,1,16.99,16.99
194,69,18,2,29.99,59.98
195,69,28,1,28.62,28.62
196,70,9,1,8.99,8.99
197,70,10,1,3.99,3.99
198,70,58,1,34.35,34.35
199,71,59,1,15.87,15.87
200,71,32,1,36.58,36.58
201,72,7,1,11.99,11.99
202,72,8,1,9.99,9.99
203,73,1,1,14.99,14.99
204,73,2,1,15.99,15.99
205,73,41,1,30.04,30.04
206,74,7,1,11.99,11.99
207,74,8,1,9.99,9.99
208,74,4,1,12.99,12.99
209,75,3,1,19.99,19.99
210,75,4,1,12.99,12.99
211,76,9,2,8.99,17.98
212,76,10,1,3.99,3.99
213,76,50,1,25.24,25.24
214,77,9,1,8.99,8.99
215,77,10,1,3.99,3.99
216,77,31,1,10.4,10.4
217,77,52,2,38.39,76.78
218,78,7,2,11.99,23.98
219,78,8,1,9.99,9.99
220,79,14,1,18.99,18.99
221,79,23,1,39.03,39.03
222,79,10,1,3.99,3.99
223,79,44,1,28.42,28.42
224,80,1,1,14.99,14.99
225,80,2,1,15.99,15.99
226,81,1,1,14.99,14.99
227,81,2,1,15.99,15.99
228,81,57,1,28.98,28.98
229,81,19,1,13.49,13.49
230,82,11,1,22.5,22.5
231,82,9,1,8.99,8.99
232,82,27,1,15.74,15.74
233,83,23,2,39.03,78.06
234,83,33,1,38.86,38.86
235,84,1,1,14.99,14.99
236,84,2,1,15.99,15.99
237,84,41,1,30.04,30.04
238,84,4,1,12.99,12.99
239,85,5,1,13.5,13.5
240,85,6,1,5.99,5.99
241,85,21,1,15.35,15.35
242,85,47,1,29.24,29.24
243,86,15,1,42.5,42.5
244,86,16,2,19.5,39.0
245,86,48,1,28.04,28.04
246,86,47,2,29.24,58.48
247,87,5,1,13.5,13.5
248,87,6,1,5.99,5.99
249,87,59,1,15.87,15.87
250,88,7,1,11.99,11.99
251,88,8,1,9.99,9.99
252,89,1,2,14.99,29.98
253,89,2,2,15.99,31.98
254,90,28,1,28.62,28.62
255,90,47,1,29.24,29.24
256,91,11,1,22.5,22.5
257,91,12,1,27.99,27.99
258,92,7,1,11.99,11.99
259,92,8,1,9.99,9.99
260,92,34,2,25.39,50.78
261,92,9,1,8.99,8.99
262,93,43,1,25.2,25.2
263,94,5,1,13.5,13.5
264,94,6,1,5.99,5.99
265,95,35,1,9.29,9.29
266,95,6,1,5.99,5.99
267,95,19,1,13.49,13.49
268,96,1,1,14.99,14.99
269,96,2,1,15.99,15.99
270,96,7,1,11.99,11.99
271,97,13,1,39.99,39.99
272,97,14,1,18.99,18.99
273,97,15,1,42.5,42.5
274,98,11,1,22.5,22.5
275,98,12,1,27.99,27.99
276,98,28,1,28.62,28.62
277,98,8,1,9.99,9.99
278,99,9,1,8.99,8.99
279,99,10,1,3.99,3.99
280,100,5,1,13.5,13.5
281,100,6,1,5.99,5.99
282,100,27,2,15.74,31.48
283,101,7,1,11.99,11.99
284,101,8,1,9.99,9.99
285,101,19,1,13.49,13.49
286,102,11,1,22.5,22.5
287,102,12,1,27.99,27.99
288,102,22,1,22.23,22.23
289,103,5,1,13.5,13.5
290,103,6,2,5.99,11.98
291,104,11,1,22.5,22.5
292,104,12,1,27.99,27.99
293,104,17,1,16.99,16.99
294,105,9,1,8.99,8.99
295,105,10,1,3.99,3.99
296,105,52,1,38.39,38.39
297,106,3,2,19.99,39.98
298,106,4,1,12.99,12.99
299,107,3,1,19.99,19.99
300,107,4,1,12.99,12.99
301,107,35,1,9.29,9.29
302,107,57,1,28.98,28.98
303,108,15,1,42.5,42.5
304,108,16,1,19.5,19.5
305,109,9,1,8.99,8.99
306,109,10,1,3.99,3.99
307,109,58,1,34.35,34.35
308,109,5,1,13.5,13.5
309,110,7,1,11.99,11.99
310,110,8,1,9.99,9.99
311,111,1,1,14.99,14.99
312,111,2,2,15.99,31.98
313,111,41,1,30.04,30.04
314,112,17,2,16.99,33.98
315,112,18,2,29.99,59.98
316,112,47,1,29.24,29.24
317,113,11,1,22.5,22.5
318,113,12,1,27.99,27.99
319,113,55,1,27.65,27.65
320,114,56,1,28.74,28.74
321,115,9,1,8.99,8.99
322,115,10,2,3.99,7.98
323,115,27,1,15.74,15.74
324,116,19,1,13.49,13.49
325,116,11,1,22.5,22.5
326,116,24,1,18.78,18.78
327,117,5,1,13.5,13.5
328,117,6,1,5.99,5.99
329,117,35,2,9.29,18.58
330,117,21,1,15.35,15.35
331,118,15,1,42.5,42.5
332,118,16,1,19.5,19.5
333,118,2,1,15.99,15.99
334,119,17,1,16.99,16.99
335,119,18,1,29.99,29.99
336,119,6,2,5.99,11.98
337,119,20,1,39.48,39.48
338,120,11,1,22.5,22.5
339,121,1,2,14.99,29.98
340,121,2,1,15.99,15.99
341,121,36,1,22.86,22.86
342,122,19,1,13.49,13.49
343,122,11,1,22.5,22.5
344,122,34,1,25.39,25.39
345,123,11,1,22.5,22.5
346,123,12,1,27.99,27.99
347,123,31,1,10.4,10.4
348,124,19,1,13.49,13.49
349,124,11,1,22.5,22.5
350,124,32,1,36.58,36.58
351,125,9,1,8.99,8.99
352,125,10,1,3.99,3.99
353,125,22,1,22.23,22.23
354,125,5,1,13.5,13.5
355,126,3,1,19.99,19.99
356,126,4,1,12.99,12.99
357,127,5,1,13.5,13.5
358,127,6,1,5.99,5.99
359,127,15,1,42.5,42.5
360,128,11,1,22.5,22.5
361,128,12,1,27.99,27.99
362,128,10,1,3.99,3.99
363,129,3,2,19.99,39.98
364,129,4,2,12.99,25.98
365,129,31,1,10.4,10.4
366,130,18,2,29.99,59.98
367,130,36,1,22.86,22.86
368,131,11,1,22.5,22.5
369,131,12,1,27.99,27.99
370,131,15,1,42.5,42.5
371,131,28,1,28.62,28.62
372,132,11,1,22.5,22.5
373,132,46,1,27.91,27.91
374,132,29,1,23.18,23.18
375,132,42,1,24.34,24.34
376,133,11,2,22.5,45.0
377,133,12,1,27.99,27.99
378,133,32,1,36.58,36.58
379,134,17,2,16.99,33.98
380,134,3,1,19.99,19.99
381,134,4,1,12.99,12.99
382,134,2,1,15.99,15.99
383,135,9,2,8.99,17.98
384,135,10,1,3.99,3.99
385,135,39,1,37.2,37.2
386,136,11,1,22.5,22.5
387,136,12,2,27.99,55.98
388,136,21,1,15.35,15.35
389,137,5,1,13.5,13.5
390,138,15,1,42.5,42.5
391,138,16,1,19.5,19.5
392,139,7,1,11.99,11.99
393,139,8,2,9.99,19.98
394,139,54,1,30.8,30.8
395,140,11,1,22.5,22.5
396,140,12,1,27.99,27.99
397,141,3,1,19.99,19.99
398,141,4,1,12.99,12.99
399,142,9,1,8.99,8.99
400,142,10,1,3.99,3.99
401,142,28,1,28.62,28.62
402,143,7,1,11.99,11.99
403,143,8,1,9.99,9.99
404,143,39,1,37.2,37.2
405,144,5,1,13.5,13.5
406,144,6,1,5.99,5.99
407,145,5,1,13.5,13.5
408,145,6,1,5.99,5.99
409,145,43,1,25.2,25.2
410,146,16,1,19.5,19.5
411,147,9,1,8.99,8.99
412,147,10,1,3.99,3.99
413,148,11,1,22.5,22.5
414,148,12,1,27.99,27.99
415,149,17,1,16.99,16.99
416,149,18,1,29.99,29.99
417,149,38,1,37.1,37.1
418,149,49,1,35.55,35.55
419,150,9,1,8.99,8.99
420,150,10,1,3.99,3.99
421,151,15,1,42.5,42.5
422,151,47,1,29.24,29.24
423,152,11,1,22.5,22.5
424,152,12,1,27.99,27.99
425,152,47,1,29.24,29.24
426,152,41,1,30.04,30.04
427,153,9,2,8.99,17.98
428,153,10,1,3.99,3.99
429,153,46,1,27.91,27.91
430,153,22,1,22.23,22.23
431,154,11,1,22.5,22.5
432,154,12,1,27.99,27.99
433,154,24,1,18.78,18.78
434,155,16,1,19.5,19.5
435,155,8,1,9.99,9.99
436,155,28,1,28.62,28.62
437,156,3,1,19.99,19.99
438,156,4,1,12.99,12.99
439,157,3,1,19.99,19.99
440,157,4,1,12.99,12.99
441,157,54,1,30.8,30.8
442,158,1,1,14.99,14.99
443,158,2,1,15.99,15.99
444,159,11,2,22.5,45.0
445,159,12,1,27.99,27.99
446,159,27,1,15.74,15.74
447,160,16,1,19.5,19.5
448,160,18,1,29.99,29.99
449,160,41,1,30.04,30.04
450,161,4,1,12.99,12.99
451,162,13,1,39.99,39.99
452,162,14,2,18.99,37.98
453,163,11,1,22.5,22.5
454,163,12,1,27.99,27.99
455,164,1,2,14.99,29.98
456,164,2,1,15.99,15.99
457,164,52,2,38.39,76.78
458,164,55,1,27.65,27.65
459,165,17,2,16.99,33.98
460,165,23,1,39.03,39.03
461,165,14,1,18.99,18.99
462,166,11,1,22.5,22.5
463,166,12,1,27.99,27.99
464,166,47,1,29.24,29.24
465,167,11,1,22.5,22.5
466,167,12,1,27.99,27.99
467,167,49,2,35.55,71.1
468,168,15,1,42.5,42.5
469,168,29,1,23.18,23.18
470,168,18,2,29.99,59.98
471,169,3,1,19.99,19.99
472,169,4,1,12.99,12.99
473,169,51,2,12.04,24.08
474,170,11,1,22.5,22.5
475,170,31,1,10.4,10.4
476,170,57,1,28.98,28.98
477,170,7,1,11.99,11.99
478,171,9,1,8.99,8.99
479,171,10,1,3.99,3.99
480,171,36,1,22.86,22.86
481,171,3,1,19.99,19.99
482,172,3,2,19.99,39.98
483,172,4,1,12.99,12.99
484,173,3,1,19.99,19.99
485,173,4,1,12.99,12.99
486,174,7,1,11.99,11.99
487,174,8,1,9.99,9.99
488,174,45,2,33.62,67.24
489,175,3,1,19.99,19.99
490,175,4,1,12.99,12.99
491,176,1,1,14.99,14.99
492,176,2,1,15.99,15.99
493,176,31,1,10.4,10.4
494,176,45,1,33.62,33.62
495,177,1,1,14.99,14.99
496,177,2,2,15.99,31.98
497,178,9,1,8.99,8.99
498,178,10,1,3.99,3.99
499,178,33,1,38.86,38.86
500,179,1,1,14.99,14.99
501,179,2,1,15.99,15.99
502,180,17,1,16.99,16.99
503,180,18,1,29.99,29.99
504,180,11,1,22.5,22.5
505,180,9,1,8.99,8.99
506,181,9,2,8.99,17.98
507,181,10,1,3.99,3.99
508,181,6,1,5.99,5.99
509,181,29,1,23.18,23.18
510,182,9,1,8.99,8.99
511,182,10,1,3.99,3.99
512,183,8,1,9.99,9.99
513,183,26,1,13.83,13.83
514,183,4,2,12.99,25.98
515,184,7,1,11.99,11.99
516,184,8,1,9.99,9.99
517,185,3,1,19.99,19.99
518,185,4,1,12.99,12.99
519,185,27,1,15.74,15.74
520,185,33,1,38.86,38.86
521,186,3,1,19.99,19.99
522,186,4,2,12.99,25.98
523,187,9,1,8.99,8.99
524,187,10,1,3.99,3.99
525,187,33,1,38.86,38.86
526,188,11,1,22.5,22.5
527,188,12,1,27.99,27.99
528,188,47,1,29.24,29.24
529,189,5,1,13.5,13.5
530,189,6,1,5.99,5.99
531,190,5,1,13.5,13.5
532,190,6,1,5.99,5.99
533,191,23,1,39.03,39.03
534,191,49,1,35.55,35.55
535,191,24,1,18.78,18.78
536,191,48,1,28.04,28.04
537,192,9,1,8.99,8.99
538,192,10,1,3.99,3.99
539,192,25,1,8.73,8.73
540,192,20,1,39.48,39.48
541,193,13,1,39.99,39.99
542,193,14,1,18.99,18.99
543,193,20,1,39.48,39.48
544,194,9,1,8.99,8.99
545,194,10,1,3.99,3.99
546,194,44,1,28.42,28.42
547,195,13,1,39.99,39.99
548,195,14,1,18.99,18.99
549,195,34,1,25.39,25.39
550,195,24,1,18.78,18.78
551,196,5,1,13.5,13.5
552,196,6,2,5.99,11.98
553,196,4,2,12.99,25.98
554,197,11,1,22.5,22.5
555,197,12,1,27.99,27.99
556,197,29,1,23.18,23.18
557,198,3,1,19.99,19.99
558,198,4,1,12.99,12.99
559,198,26,1,13.83,13.83
560,199,17,1,16.99,16.99
561,199,18,1,29.99,29.99
562,199,27,1,15.74,15.74
563,199,8,1,9.99,9.99
564,200,9,2,8.99,17.98
565,200,10,1,3.99,3.99
566,200,3,1,19.99,19.99
567,201,5,2,13.5,27.0
568,201,6,1,5.99,5.99
569,202,9,2,8.99,17.98
570,202,10,1,3.99,3.99
571,202,2,1,15.99,15.99
572,203,7,1,11.99,11.99
573,203,8,1,9.99,9.99
574,203,31,1,10.4,10.4
575,203,23,1,39.03,39.03
576,204,18,1,29.99,29.99
577,204,59,1,15.87,15.87
578,204,10,1,3.99,3.99
579,204,49,1,35.55,35.55
580,205,9,1,8.99,8.99
581,205,10,2,3.99,7.98
582,206,5,1,13.5,13.5
583,206,6,1,5.99,5.99
584,206,1,1,14.99,14.99
585,206,46,1,27.91,27.91
586,207,19,1,13.49,13.49
587,207,11,1,22.5,22.5
588,207,18,1,29.99,29.99
589,208,19,1,13.49,13.49
590,208,2,1,15.99,15.99
591,209,7,1,11.99,11.99
592,209,8,1,9.99,9.99
593,210,17,1,16.99,16.99
594,210,18,1,29.99,29.99
595,210,1,2,14.99,29.98
596,211,9,1,8.99,8.99
597,211,10,2,3.99,7.98
598,211,57,1,28.98,28.98
599,212,3,1,19.99,19.99
600,212,4,1,12.99,12.99
601,212,24,1,18.78,18.78
602,213,7,1,11.99,11.99
603,213,8,1,9.99,9.99
604,213,29,1,23.18,23.18
605,213,21,1,15.35,15.35
606,214,9,1,8.99,8.99
607,214,10,1,3.99,3.99
608,214,11,1,22.5,22.5
609,214,56,1,28.74,28.74
610,215,2,1,15.99,15.99
611,215,50,1,25.24,25.24
612,215,58,1,34.35,34.35
613,215,36,1,22.86,22.86
614,216,3,2,19.99,39.98
615,216,8,1,9.99,9.99
616,217,5,1,13.5,13.5
617,217,6,1,5.99,5.99
618,217,35,1,9.29,9.29
619,217,20,1,39.48,39.48
620,218,33,1,38.86,38.86
621,219,1,1,14.99,14.99
622,219,2,1,15.99,15.99
623,219,30,1,21.42,21.42
624,219,35,1,9.29,9.29
625,220,5,2,13.5,27.0
626,220,6,1,5.99,5.99
627,220,17,1,16.99,16.99
628,221,11,1,22.5,22.5
629,221,12,1,27.99,27.99
630,222,40,1,38.33,38.33
631,222,2,1,15.99,15.99
632,223,1,2,14.99,29.98
633,223,2,1,15.99,15.99
634,224,19,1,13.49,13.49
635,224,11,1,22.5,22.5
636,224,1,1,14.99,14.99
637,225,17,2,16.99,33.98
638,225,18,1,29.99,29.99
639,225,33,1,38.86,38.86
640,226,5,1,13.5,13.5
641,226,6,1,5.99,5.99
642,227,13,1,39.99,39.99
643,227,47,1,29.24,29.24
644,228,1,1,14.99,14.99
645,228,2,1,15.99,15.99
646,229,1,1,14.99,14.99
647,229,2,1,15.99,15.99
648,230,3,1,19.99,19.99
649,230,4,1,12.99,12.99
650,230,17,1,16.99,16.99
651,231,15,1,42.5,42.5
652,231,16,1,19.5,19.5
653,231,45,1,33.62,33.62
654,231,58,1,34.35,34.35
655,232,11,2,22.5,45.0
656,232,12,1,27.99,27.99
657,232,1,1,14.99,14.99
658,233,7,1,11.99,11.99
659,233,8,1,9.99,9.99
660,233,51,1,12.04,12.04
661,234,9,1,8.99,8.99
662,234,10,1,3.99,3.99
663,235,1,1,14.99,14.99
664,235,2,1,15.99,15.99
665,236,9,1,8.99,8.99
666,236,10,1,3.99,3.99
667,237,7,1,11.99,11.99
668,237,8,2,9.99,19.98
669,238,15,1,42.5,42.5
670,238,16,2,19.5,39.0
671,239,7,1,11.99,11.99
672,239,8,1,9.99,9.99
673,239,36,1,22.86,22.86
674,240,9,1,8.99,8.99
675,240,10,1,3.99,3.99
676,240,19,1,13.49,13.49
677,241,11,1,22.5,22.5
678,241,12,1,27.99,27.99
679,241,57,1,28.98,28.98
680,241,19,1,13.49,13.49
681,242,9,1,8.99,8.99
682,242,10,1,3.99,3.99
683,243,17,1,16.99,16.99
684,243,18,1,29.99,29.99
685,244,5,2,13.5,27.0
686,244,6,1,5.99,5.99
687,245,20,1,39.48,39.48
688,245,48,1,28.04,28.04
689,246,5,1,13.5,13.5
690,246,6,1,5.99,5.99
691,247,11,1,22.5,22.5
692,247,12,1,27.99,27.99
693,247,3,1,19.99,19.99
694,247,25,1,8.73,8.73
695,248,15,1,42.5,42.5
696,248,16,1,19.5,19.5
697,248,19,1,13.49,13.49
698,248,10,1,3.99,3.99
699,249,3,1,19.99,19.99
700,249,4,1,12.99,12.99
701,250,11,1,22.5,22.5
702,250,12,1,27.99,27.99
703,250,6,1,5.99,5.99
704,251,11,2,22.5,45.0
705,251,12,1,27.99,27.99
706,251,3,1,19.99,19.99
707,252,17,1,16.99,16.99
708,252,47,1,29.24,29.24
709,253,7,1,11.99,11.99
710,253,8,1,9.99,9.99
711,254,21,1,15.35,15.35
712,254,25,1,8.73,8.73
713,255,1,1,14.99,14.99
714,255,2,1,15.99,15.99
715,256,1,1,14.99,14.99
716,256,2,1,15.99,15.99
717,257,9,1,8.99,8.99
718,257,10,1,3.99,3.99
719,258,1,1,14.99,14.99
720,258,2,1,15.99,15.99
721,259,11,1,22.5,22.5
722,259,12,1,27.99,27.99
723,259,8,1,9.99,9.99
724,260,17,1,16.99,16.99
725,260,18,1,29.99,29.99
726,261,1,1,14.99,14.99
727,261,2,1,15.99,15.99
728,262,7,1,11.99,11.99
729,262,8,1,9.99,9.99
730,262,13,1,39.99,39.99
731,262,31,1,10.4,10.4
732,263,9,1,8.99,8.99
733,263,10,1,3.99,3.99
734,264,9,1,8.99,8.99
735,264,10,1,3.99,3.99
736,264,52,1,38.39,38.39
737,265,11,1,22.5,22.5
738,265,12,1,27.99,27.99
739,266,11,1,22.5,22.5
740,266,12,1,27.99,27.99
741,266,46,1,27.91,27.91
742,267,13,1,39.99,39.99
743,267,14,1,18.99,18.99
744,267,30,1,21.42,21.42
745,268,9,1,8.99,8.99
746,268,10,1,3.99,3.99
747,268,32,1,36.58,36.58
748,269,5,1,13.5,13.5
749,269,6,1,5.99,5.99
750,269,15,1,42.5,42.5
751,269,47,1,29.24,29.24
752,270,13,1,39.99,39.99
753,270,14,1,18.99,18.99
754,270,10,1,3.99,3.99
755,271,11,1,22.5,22.5
756,271,12,1,27.99,27.99
757,271,18,1,29.99,29.99
758,272,48,2,28.04,56.08
759,272,34,1,25.39,25.39
760,273,40,1,38.33,38.33
761,274,11,1,22.5,22.5
762,274,12,1,27.99,27.99
763,275,3,1,19.99,19.99
764,275,4,2,12.99,25.98
765,275,2,1,15.99,15.99
766,276,1,1,14.99,14.99
767,276,2,1,15.99,15.99
768,277,11,1,22.5,22.5
769,277,12,1,27.99,27.99
770,277,43,2,25.2,50.4
771,278,9,1,8.99,8.99
772,278,10,1,3.99,3.99
773,278,36,1,22.86,22.86
774,278,50,1,25.24,25.24
775,279,9,1,8.99,8.99
776,279,10,1,3.99,3.99
777,279,49,1,35.55,35.55
778,279,2,1,15.99,15.99
779,280,9,1,8.99,8.99
780,280,10,1,3.99,3.99
781,281,3,2,19.99,39.98
782,281,4,1,12.99,12.99
783,282,3,1,19.99,19.99
784,282,4,1,12.99,12.99
785,282,36,2,22.86,45.72
786,283,7,1,11.99,11.99
787,283,8,1,9.99,9.99
788,283,1,1,14.99,14.99
789,284,1,1,14.99,14.99
790,284,2,2,15.99,31.98
791,285,3,2,19.99,39.98
792,285,4,1,12.99,12.99
793,286,15,2,42.5,85.0
794,287,13,1,39.99,39.99
795,287,14,1,18.99,18.99
796,287,35,1,9.29,9.29
797,287,1,1,14.99,14.99
798,288,60,1,14.49,14.49
799,288,46,1,27.91,27.91
800,289,7,1,11.99,11.99
801,289,8,1,9.99,9.99
802,289,29,1,23.18,23.18
803,289,37,1,11.29,11.29
804,290,1,1,14.99,14.99
805,290,2,1,15.99,15.99
806,291,9,1,8.99,8.99
807,291,10,1,3.99,3.99
808,292,19,1,13.49,13.49
809,292,11,1,22.5,22.5
810,292,1,1,14.99,14.99
811,293,11,1,22.5,22.5
812,293,12,1,27.99,27.99
813,294,9,1,8.99,8.99
814,294,10,1,3.99,3.99
815,295,7,1,11.99,11.99
816,295,8,1,9.99,9.99
817,295,14,2,18.99,37.98
818,296,5,1,13.5,13.5
819,296,6,1,5.99,5.99
820,297,9,1,8.99,8.99
821,297,10,1,3.99,3.99
822,297,20,1,39.48,39.48
823,297,49,1,35.55,35.55
824,298,15,1,42.5,42.5
825,298,11,1,22.5,22.5
826,298,20,1,39.48,39.48
827,298,41,1,30.04,30.04
828,299,38,1,37.1,37.1
829,299,37,1,11.29,11.29
830,299,6,1,5.99,5.99
831,300,9,1,8.99,8.99
832,300,10,1,3.99,3.99
833,300,22,1,22.23,22.23
834,301,3,1,19.99,19.99
835,301,4,1,12.99,12.99
836,301,48,2,28.04,56.08
837,302,34,2,25.39,50.78
838,302,52,1,38.39,38.39
839,303,54,1,30.8,30.8
840,303,24,2,18.78,37.56
841,303,49,1,35.55,35.55
842,304,11,2,22.5,45.0
843,304,12,1,27.99,27.99
844,304,2,1,15.99,15.99
845,305,1,2,14.99,29.98
846,305,2,1,15.99,15.99
847,306,11,1,22.5,22.5
848,306,12,1,27.99,27.99
849,307,7,2,11.99,23.98
850,307,8,1,9.99,9.99
851,308,19,1,13.49,13.49
852,308,18,1,29.99,29.99
853,308,23,1,39.03,39.03
854,309,31,1,10.4,10.4
855,309,36,1,22.86,22.86
856,309,23,1,39.03,39.03
857,309,2,1,15.99,15.99
858,310,7,1,11.99,11.99
859,310,8,1,9.99,9.99
860,311,7,1,11.99,11.99
861,311,8,1,9.99,9.99
862,312,9,1,8.99,8.99
863,312,10,1,3.99,3.99
864,312,7,1,11.99,11.99
865,313,11,2,22.5,45.0
866,313,12,1,27.99,27.99
867,313,46,1,27.91,27.91
868,314,7,1,11.99,11.99
869,315,3,1,19.99,19.99
870,315,4,1,12.99,12.99
871,316,5,1,13.5,13.5
