transaction_id,customer_id,product_sku,product_name,category,brand,price,date,quantity
23,187,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-19,1
24,126,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-17,1
25,255,P006,Lip Gloss,makeup,Brand D,22,2024-02-28,1
25,255,P007,Body Lotion,body,Brand E,30,2024-02-28,1
25,255,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-02-28,1
26,326,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-07,1
26,326,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-03-07,1
27,147,P005,Matte Lipstick,makeup,Brand D,25,2024-01-01,1
28,267,P008,Shower Gel,body,Brand E,18,2024-01-16,1
29,346,P007,Body Lotion,body,Brand E,30,2024-03-09,1
29,346,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-09,1
29,346,P005,Matte Lipstick,makeup,Brand D,25,2024-03-09,1
29,346,P006,Lip Gloss,makeup,Brand D,22,2024-03-09,1
30,37,P006,Lip Gloss,makeup,Brand D,22,2024-01-24,1
30,37,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-24,1
30,37,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-24,1
31,54,P005,Matte Lipstick,makeup,Brand D,25,2024-03-24,1
31,54,P006,Lip Gloss,makeup,Brand D,22,2024-03-24,1
31,54,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-03-24,1
32,254,P004,Daily Moisturizer,skincare,Brand C,45,2024-03-22,1
33,194,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-21,1
33,194,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-21,1
34,304,P006,Lip Gloss,makeup,Brand D,22,2024-03-16,1
34,304,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-03-16,1
34,304,P005,Matte Lipstick,makeup,Brand D,25,2024-03-16,1
35,443,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-27,1
36,27,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-19,1
36,27,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-19,1
36,27,P008,Shower Gel,body,Brand E,18,2024-01-19,1
37,4,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-06,1
38,99,P006,Lip Gloss,makeup,Brand D,22,2024-03-03,1
38,99,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-03-03,1
38,99,P004,Daily Moisturizer,skincare,Brand C,45,2024-03-03,1
39,253,P006,Lip Gloss,makeup,Brand D,22,2024-02-23,1
40,58,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-02,1
40,58,P005,Matte Lipstick,makeup,Brand D,25,2024-01-02,1
40,58,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-02,1
40,58,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-02,1
41,474,P007,Body Lotion,body,Brand E,30,2024-02-19,1
41,474,P004,Daily Moisturizer,skincare,Brand C,45,2024-02-19,1
41,474,P006,Lip Gloss,makeup,Brand D,22,2024-02-19,1
42,409,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-16,1
42,409,P007,Body Lotion,body,Brand E,30,2024-01-16,1
43,142,P006,Lip Gloss,makeup,Brand D,22,2024-03-26,1
43,142,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-26,1
43,142,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-26,1
44,51,P003,Hydrating Face Serum,skincare,Brand C,55,2024-02-21,1
44,51,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-02-21,1
45,170,P007,Body Lotion,body,Brand E,30,2024-01-05,1
45,170,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-05,1
45,170,P008,Shower Gel,body,Brand E,18,2024-01-05,1
46,103,P007,Body Lotion,body,Brand E,30,2024-01-30,1
47,147,P006,Lip Gloss,makeup,Brand D,22,2024-03-30,1
47,147,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-30,1
47,147,P005,Matte Lipstick,makeup,Brand D,25,2024-03-30,1
48,117,P006,Lip Gloss,makeup,Brand D,22,2024-01-01,1
49,239,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-01,1
50,487,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-02-20,1
50,487,P007,Body Lotion,body,Brand E,30,2024-02-20,1
51,485,P007,Body Lotion,body,Brand E,30,2024-03-02,1
52,500,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-23,1
53,250,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-19,1
53,250,P008,Shower Gel,body,Brand E,18,2024-01-19,1
54,442,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-02-01,1
54,442,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-02-01,1
55,475,P007,Body Lotion,body,Brand E,30,2024-02-20,1
55,475,P006,Lip Gloss,makeup,Brand D,22,2024-02-20,1
55,475,P005,Matte Lipstick,makeup,Brand D,25,2024-02-20,1
56,427,P005,Matte Lipstick,makeup,Brand D,25,2024-01-12,1
56,427,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-12,1
56,427,P006,Lip Gloss,makeup,Brand D,22,2024-01-12,1
56,427,P008,Shower Gel,body,Brand E,18,2024-01-12,1
57,95,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-08,1
58,93,P004,Daily Moisturizer,skincare,Brand C,45,2024-02-27,1
58,93,P007,Body Lotion,body,Brand E,30,2024-02-27,1
58,93,P005,Matte Lipstick,makeup,Brand D,25,2024-02-27,1
59,114,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-10,1
59,114,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-10,1
60,357,P005,Matte Lipstick,makeup,Brand D,25,2024-01-24,1
60,357,P006,Lip Gloss,makeup,Brand D,22,2024-01-24,1
60,357,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-24,1
61,151,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-30,1
61,151,P007,Body Lotion,body,Brand E,30,2024-01-30,1
61,151,P006,Lip Gloss,makeup,Brand D,22,2024-01-30,1
61,151,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-30,1
62,273,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-12,1
62,273,P007,Body Lotion,body,Brand E,30,2024-01-12,1
63,445,P005,Matte Lipstick,makeup,Brand D,25,2024-01-16,1
63,445,P007,Body Lotion,body,Brand E,30,2024-01-16,1
63,445,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-16,1
63,445,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-16,1
64,373,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-16,1
65,57,P008,Shower Gel,body,Brand E,18,2024-03-15,1
66,146,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-07,1
66,146,P006,Lip Gloss,makeup,Brand D,22,2024-01-07,1
66,146,P005,Matte Lipstick,makeup,Brand D,25,2024-01-07,1
66,146,P008,Shower Gel,body,Brand E,18,2024-01-07,1
67,174,P005,Matte Lipstick,makeup,Brand D,25,2024-01-29,1
67,174,P007,Body Lotion,body,Brand E,30,2024-01-29,1
67,174,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-29,1
68,165,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-03-29,1
69,301,P008,Shower Gel,body,Brand E,18,2024-03-14,1
69,301,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-14,1
69,301,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-03-14,1
70,346,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-20,1
71,476,P005,Matte Lipstick,makeup,Brand D,25,2024-03-03,1
71,476,P004,Daily Moisturizer,skincare,Brand C,45,2024-03-03,1
71,476,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-03-03,1
72,369,P003,Hydrating Face Serum,skincare,Brand C,55,2024-02-14,1
73,317,P007,Body Lotion,body,Brand E,30,2024-01-19,1
74,20,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-03,1
75,144,P008,Shower Gel,body,Brand E,18,2024-02-05,1
75,144,P006,Lip Gloss,makeup,Brand D,22,2024-02-05,1
75,144,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-02-05,1
76,90,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-04,1
77,411,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-29,1
77,411,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-29,1
78,397,P007,Body Lotion,body,Brand E,30,2024-01-25,1
78,397,P008,Shower Gel,body,Brand E,18,2024-01-25,1
78,397,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-25,1
78,397,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-25,1
79,450,P004,Daily Moisturizer,skincare,Brand C,45,2024-02-02,1
80,374,P005,Matte Lipstick,makeup,Brand D,25,2024-03-29,1
80,374,P004,Daily Moisturizer,skincare,Brand C,45,2024-03-29,1
80,374,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-03-29,1
81,342,P007,Body Lotion,body,Brand E,30,2024-01-01,1
81,342,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-01,1
81,342,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-01,1
82,405,P007,Body Lotion,body,Brand E,30,2024-01-03,1
83,437,P007,Body Lotion,body,Brand E,30,2024-03-18,1
83,437,P004,Daily Moisturizer,skincare,Brand C,45,2024-03-18,1
84,457,P006,Lip Gloss,makeup,Brand D,22,2024-02-01,1
85,34,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-03,1
86,379,P003,Hydrating Face Serum,skincare,Brand C,55,2024-02-26,1
87,401,P003,Hydrating Face Serum,skincare,Brand C,55,2024-02-20,1
88,103,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-19,1
89,347,P005,Matte Lipstick,makeup,Brand D,25,2024-01-30,1
90,247,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-17,1
90,247,P006,Lip Gloss,makeup,Brand D,22,2024-01-17,1
91,340,P003,Hydrating Face Serum,skincare,Brand C,55,2024-02-12,1
91,340,P004,Daily Moisturizer,skincare,Brand C,45,2024-02-12,1
92,240,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-03-07,1
93,155,P006,Lip Gloss,makeup,Brand D,22,2024-03-22,1
93,155,P004,Daily Moisturizer,skincare,Brand C,45,2024-03-22,1
94,92,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-30,1
95,46,P008,Shower Gel,body,Brand E,18,2024-02-16,1
96,121,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-01,1
96,121,P007,Body Lotion,body,Brand E,30,2024-01-01,1
97,8,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-28,1
97,8,P008,Shower Gel,body,Brand E,18,2024-03-28,1
97,8,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-28,1
98,386,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-18,1
98,386,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-18,1
98,386,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-18,1
99,294,P006,Lip Gloss,makeup,Brand D,22,2024-01-17,1
99,294,P008,Shower Gel,body,Brand E,18,2024-01-17,1
100,231,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-10,1
101,67,P006,Lip Gloss,makeup,Brand D,22,2024-03-23,1
101,67,P005,Matte Lipstick,makeup,Brand D,25,2024-03-23,1
102,42,P005,Matte Lipstick,makeup,Brand D,25,2024-03-10,1
103,229,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-02,1
103,229,P007,Body Lotion,body,Brand E,30,2024-03-02,1
103,229,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-02,1
103,229,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-03-02,1
104,350,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-24,1
105,223,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-02-20,1
105,223,P005,Matte Lipstick,makeup,Brand D,25,2024-02-20,1
105,223,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-02-20,1
106,62,P005,Matte Lipstick,makeup,Brand D,25,2024-01-26,1
106,62,P006,Lip Gloss,makeup,Brand D,22,2024-01-26,1
106,62,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-26,1
106,62,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-26,1
107,118,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-03-30,1
107,118,P005,Matte Lipstick,makeup,Brand D,25,2024-03-30,1
107,118,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-30,1
108,142,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-02-02,1
109,390,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-02,1
110,84,P008,Shower Gel,body,Brand E,18,2024-02-07,1
111,419,P008,Shower Gel,body,Brand E,18,2024-03-15,1
112,137,P007,Body Lotion,body,Brand E,30,2024-01-11,1
113,361,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-03-18,1
113,361,P007,Body Lotion,body,Brand E,30,2024-03-18,1
113,361,P008,Shower Gel,body,Brand E,18,2024-03-18,1
114,410,P007,Body Lotion,body,Brand E,30,2024-01-14,1
114,410,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-14,1
114,410,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-14,1
114,410,P006,Lip Gloss,makeup,Brand D,22,2024-01-14,1
115,288,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-03-06,1
115,288,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-06,1
116,462,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-02-11,1
117,448,P008,Shower Gel,body,Brand E,18,2024-02-05,1
118,157,P004,Daily Moisturizer,skincare,Brand C,45,2024-03-08,1
119,86,P007,Body Lotion,body,Brand E,30,2024-01-31,1
119,86,P008,Shower Gel,body,Brand E,18,2024-01-31,1
119,86,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-31,1
120,303,P007,Body Lotion,body,Brand E,30,2024-03-16,1
120,303,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-03-16,1
120,303,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-16,1
121,173,P006,Lip Gloss,makeup,Brand D,22,2024-01-27,1
121,173,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-27,1
121,173,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-27,1
122,69,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-30,1
122,69,P004,Daily Moisturizer,skincare,Brand C,45,2024-03-30,1
122,69,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-30,1
123,141,P005,Matte Lipstick,makeup,Brand D,25,2024-02-06,1
124,328,P007,Body Lotion,body,Brand E,30,2024-03-18,1
124,328,P005,Matte Lipstick,makeup,Brand D,25,2024-03-18,1
125,296,P004,Daily Moisturizer,skincare,Brand C,45,2024-02-05,1
125,296,P008,Shower Gel,body,Brand E,18,2024-02-05,1
125,296,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-02-05,1
126,182,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-02-16,1
126,182,P008,Shower Gel,body,Brand E,18,2024-02-16,1
126,182,P005,Matte Lipstick,makeup,Brand D,25,2024-02-16,1
127,457,P007,Body Lotion,body,Brand E,30,2024-03-03,1
127,457,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-03,1
127,457,P006,Lip Gloss,makeup,Brand D,22,2024-03-03,1
128,244,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-17,1
128,244,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-17,1
129,128,P008,Shower Gel,body,Brand E,18,2024-03-28,1
130,161,P008,Shower Gel,body,Brand E,18,2024-02-18,1
131,455,P005,Matte Lipstick,makeup,Brand D,25,2024-02-18,1
131,455,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-02-18,1
131,455,P007,Body Lotion,body,Brand E,30,2024-02-18,1
131,455,P003,Hydrating Face Serum,skincare,Brand C,55,2024-02-18,1
132,327,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-02-01,1
132,327,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-02-01,1
133,158,P007,Body Lotion,body,Brand E,30,2024-02-16,1
134,498,P008,Shower Gel,body,Brand E,18,2024-01-29,1
134,498,P006,Lip Gloss,makeup,Brand D,22,2024-01-29,1
135,55,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-27,1
135,55,P005,Matte Lipstick,makeup,Brand D,25,2024-03-27,1
135,55,P004,Daily Moisturizer,skincare,Brand C,45,2024-03-27,1
135,55,P006,Lip Gloss,makeup,Brand D,22,2024-03-27,1
136,55,P008,Shower Gel,body,Brand E,18,2024-03-28,1
137,471,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-08,1
137,471,P007,Body Lotion,body,Brand E,30,2024-01-08,1
138,418,P005,Matte Lipstick,makeup,Brand D,25,2024-03-25,1
138,418,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-03-25,1
138,418,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-25,1
139,398,P006,Lip Gloss,makeup,Brand D,22,2024-01-19,1
140,36,P006,Lip Gloss,makeup,Brand D,22,2024-01-02,1
140,36,P007,Body Lotion,body,Brand E,30,2024-01-02,1
141,195,P003,Hydrating Face Serum,skincare,Brand C,55,2024-02-22,1
141,195,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-02-22,1
142,428,P005,Matte Lipstick,makeup,Brand D,25,2024-02-28,1
143,494,P005,Matte Lipstick,makeup,Brand D,25,2024-02-09,1
143,494,P004,Daily Moisturizer,skincare,Brand C,45,2024-02-09,1
144,450,P008,Shower Gel,body,Brand E,18,2024-01-29,1
144,450,P005,Matte Lipstick,makeup,Brand D,25,2024-01-29,1
145,109,P007,Body Lotion,body,Brand E,30,2024-02-10,1
145,109,P008,Shower Gel,body,Brand E,18,2024-02-10,1
146,422,P008,Shower Gel,body,Brand E,18,2024-03-26,1
147,469,P005,Matte Lipstick,makeup,Brand D,25,2024-02-22,1
148,455,P008,Shower Gel,body,Brand E,18,2024-03-04,1
148,455,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-04,1
149,130,P007,Body Lotion,body,Brand E,30,2024-01-29,1
150,149,P006,Lip Gloss,makeup,Brand D,22,2024-02-24,1
150,149,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-02-24,1
150,149,P007,Body Lotion,body,Brand E,30,2024-02-24,1
151,111,P008,Shower Gel,body,Brand E,18,2024-03-23,1
151,111,P007,Body Lotion,body,Brand E,30,2024-03-23,1
151,111,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-23,1
151,111,P004,Daily Moisturizer,skincare,Brand C,45,2024-03-23,1
152,227,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-26,1
152,227,P008,Shower Gel,body,Brand E,18,2024-01-26,1
152,227,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-26,1
153,450,P004,Daily Moisturizer,skincare,Brand C,45,2024-02-11,1
154,25,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-12,1
155,275,P007,Body Lotion,body,Brand E,30,2024-02-24,1
156,497,P004,Daily Moisturizer,skincare,Brand C,45,2024-03-20,1
157,198,P006,Lip Gloss,makeup,Brand D,22,2024-01-26,1
157,198,P005,Matte Lipstick,makeup,Brand D,25,2024-01-26,1
157,198,P007,Body Lotion,body,Brand E,30,2024-01-26,1
157,198,P008,Shower Gel,body,Brand E,18,2024-01-26,1
158,47,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-07,1
159,270,P005,Matte Lipstick,makeup,Brand D,25,2024-03-22,1
160,223,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-14,1
160,223,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-14,1
160,223,P005,Matte Lipstick,makeup,Brand D,25,2024-01-14,1
161,159,P006,Lip Gloss,makeup,Brand D,22,2024-02-09,1
162,474,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-13,1
162,474,P005,Matte Lipstick,makeup,Brand D,25,2024-01-13,1
162,474,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-13,1
163,210,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-02-03,1
163,210,P008,Shower Gel,body,Brand E,18,2024-02-03,1
164,414,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-29,1
165,446,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-10,1
166,414,P008,Shower Gel,body,Brand E,18,2024-02-14,1
166,414,P003,Hydrating Face Serum,skincare,Brand C,55,2024-02-14,1
167,142,P006,Lip Gloss,makeup,Brand D,22,2024-03-19,1
168,73,P006,Lip Gloss,makeup,Brand D,22,2024-02-12,1
169,380,P005,Matte Lipstick,makeup,Brand D,25,2024-01-25,1
169,380,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-25,1
170,199,P007,Body Lotion,body,Brand E,30,2024-03-14,1
170,199,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-03-14,1
170,199,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-14,1
170,199,P008,Shower Gel,body,Brand E,18,2024-03-14,1
171,107,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-05,1
172,54,P005,Matte Lipstick,makeup,Brand D,25,2024-02-04,1
172,54,P006,Lip Gloss,makeup,Brand D,22,2024-02-04,1
172,54,P007,Body Lotion,body,Brand E,30,2024-02-04,1
172,54,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-02-04,1
173,178,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-03-29,1
173,178,P006,Lip Gloss,makeup,Brand D,22,2024-03-29,1
174,329,P007,Body Lotion,body,Brand E,30,2024-01-29,1
174,329,P008,Shower Gel,body,Brand E,18,2024-01-29,1
174,329,P006,Lip Gloss,makeup,Brand D,22,2024-01-29,1
175,137,P006,Lip Gloss,makeup,Brand D,22,2024-01-11,1
176,443,P008,Shower Gel,body,Brand E,18,2024-03-10,1
177,37,P007,Body Lotion,body,Brand E,30,2024-02-14,1
178,224,P005,Matte Lipstick,makeup,Brand D,25,2024-02-02,1
178,224,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-02-02,1
179,262,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-02-14,1
179,262,P007,Body Lotion,body,Brand E,30,2024-02-14,1
180,345,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-02-14,1
180,345,P005,Matte Lipstick,makeup,Brand D,25,2024-02-14,1
180,345,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-02-14,1
180,345,P006,Lip Gloss,makeup,Brand D,22,2024-02-14,1
181,314,P005,Matte Lipstick,makeup,Brand D,25,2024-01-30,1
181,314,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-30,1
182,39,P008,Shower Gel,body,Brand E,18,2024-01-13,1
183,46,P006,Lip Gloss,makeup,Brand D,22,2024-03-10,1
184,467,P007,Body Lotion,body,Brand E,30,2024-02-06,1
184,467,P006,Lip Gloss,makeup,Brand D,22,2024-02-06,1
184,467,P003,Hydrating Face Serum,skincare,Brand C,55,2024-02-06,1
185,477,P005,Matte Lipstick,makeup,Brand D,25,2024-01-22,1
185,477,P006,Lip Gloss,makeup,Brand D,22,2024-01-22,1
185,477,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-22,1
186,401,P008,Shower Gel,body,Brand E,18,2024-03-04,1
186,401,P005,Matte Lipstick,makeup,Brand D,25,2024-03-04,1
187,175,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-11,1
187,175,P005,Matte Lipstick,makeup,Brand D,25,2024-01-11,1
187,175,P006,Lip Gloss,makeup,Brand D,22,2024-01-11,1
187,175,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-11,1
188,33,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-02-15,1
189,226,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-29,1
189,226,P006,Lip Gloss,makeup,Brand D,22,2024-01-29,1
189,226,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-29,1
189,226,P007,Body Lotion,body,Brand E,30,2024-01-29,1
